Cod_Estable,Cod_Evaluacion,Cantidad_Estud,Num_Boleta,Barcode,Corr_Año,Region,Cod_Region,Departamento,Cod_Depa,Municipio,Cod_Muni,Nivel,Cod_Nivel,Rama_Abstracta,Cod_Rama_Abstracta,Edad,Edad_RECO,Sexo_RECO,Sector,Cod_Sector,Area,Cod_Area,Jornada,Cod_Jornada,Ciclo,Cod_Distrito,Identificacion_Etnica_RECO,Ed_Asistio_Preprimaria,Ed_Repitio_Algun_Grado,Ed_Trabaja_Actualmente,Fm_Asistio_Escuela_Papa,Fm_Grado_Alcanzo_Papa_RECO,Fm_Asistio_Escuela_Mama,Fm_Grado_Alcanzo_Mama_RECO,CC_Material_Predomina_En_Piso_Casa,CC_Material_Predomina_En_Paredes_Casa,CC_Material_Predomina_En_Techo_Casa,Sc_Drenaje,Sc_Electricidad,Sc_Basura,Sc_Servicio_Internet,Sc_Neflix,CU_Leña,CU_Gas,CU_Electricidad,Smart_Tv,Secadora,Refrigerador,Computadora,Horno_Microondas,Horno_Tostador,Lavadora,Impresora,CC_Familia_Automovil,Mate_Periodos_Matematicas_Semana,Lect_Periodos_Lectura_Semana,Lect_Libros_Completos_Ha_Leido,Lectura_Gusto,Lectura_Horas,Grad_No_Se,Grad_Seguir_Estudiando,Grad_Trabajar,Grad_Formar_Familia,Grad_Trabajar_Extranjero,Gustaria_Universidad,Informacion_Prueba,Measure_Mate,Measure_Lect,Desempeño_Mate,Desempeño_Lect,Logro_Mate,Logro_Lect,estrato,N_estrato,n_estrato,peso,prob_seleccion
00-21-0033-46,7266679671.0,7,"150,945",007266679671,2025,Región 1 o Metropolitana,1,Ciudad Capital,0.0,Zona 21,21.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Cooperativa,24,Urbana,11,Matutina,31,ANUAL,01-218,1,2,0,0,2,4,2,1,4,4,2,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,5,5,6,1,2,0,1,1,0,0,1,1,-0.41,0.74,1,3,0,1,Región 1 o Metropolitana | Ciudad Capital | Cooperativa | Urbana | Matutina | BACHILLERATO | 0,3,1,3.0,0.3333333333333333
01-17-0113-46,1641059901.0,339,"178,993",011641059901,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Miguel Petapa,117.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Cooperativa,24,Rural,12,Matutina,31,ANUAL,01-218,2,2,0,1,2,4,2,3,5,4,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,5,1,2,1,1,0,1,1,0,0,1,1,-0.41,-0.43,1,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Matutina | BACHILLERATO | 0,134,2,67.0,0.014925373134328358
01-17-0113-46,7770707745.0,339,"178,893",017770707745,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Miguel Petapa,117.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Cooperativa,24,Rural,12,Matutina,31,ANUAL,01-218,2,2,0,0,2,4,2,3,5,4,5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,5,7,1,1,1,0,1,1,0,0,1,1,0.75,1.65,2,4,0,1,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Matutina | BACHILLERATO | 0,134,2,67.0,0.014925373134328358
01-17-0113-46,5463138349.0,339,"179,177",015463138349,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Miguel Petapa,117.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Cooperativa,24,Rural,12,Matutina,31,ANUAL,01-218,2,1,0,0,2,3,2,3,5,5,5,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,5,5,0,1,1,0,1,1,0,0,1,1,1.76,2.21,4,4,1,1,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Matutina | BACHILLERATO | 1,153,2,76.5,0.013071895424836602
01-17-0113-46,900900150.0,339,"179,147",010900900150,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Miguel Petapa,117.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Cooperativa,24,Rural,12,Matutina,31,ANUAL,01-218,1,2,0,1,1,.,1,.,4,4,2,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,7,0,0,1,4,0,0,1,0,0,1,1,-0.02,-1.07,1,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Matutina | BACHILLERATO | 1,153,2,76.5,0.013071895424836602
01-07-0042-46,1001457423.0,88,"180,868",011001457423,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Pedro Ayampuc,107.0,Diversificado,46,PERITO,3.0,17,2,0,Cooperativa,24,Rural,12,Matutina,31,ANUAL,01-114,2,2,0,0,2,1,2,1,4,4,2,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,3,0,2,1,1,0,1,1,0,0,1,1,0.19,0.59,2,3,0,1,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Matutina | PERITO | 0,76,1,76.0,0.013157894736842105
01-17-0113-46,7343493568.0,339,"178,951",017343493568,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Miguel Petapa,117.0,Diversificado,46,PERITO,3.0,17,2,1,Cooperativa,24,Rural,12,Matutina,31,ANUAL,01-218,2,2,0,1,2,2,2,1,5,5,5,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,2,2,3,1,1,0,0,1,0,0,1,1,-0.61,-0.67,1,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Matutina | PERITO | 1,62,1,62.0,0.016129032258064516
01-17-0113-46,1289137157.0,339,"178,884",011289137157,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Miguel Petapa,117.0,Diversificado,46,SECRETARIADO,4.0,17,2,0,Cooperativa,24,Rural,12,Matutina,31,ANUAL,01-218,2,2,0,0,2,3,2,3,4,4,5,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0.16,0.09,2,2,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Matutina | SECRETARIADO | 0,39,1,39.0,0.02564102564102564
01-16-0138-46,6558570407.0,40,"184,073",016558570407,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Villa Canales,116.0,Diversificado,46,BACHILLERATO,1.0,18,3,0,Cooperativa,24,Rural,12,Vespertina,32,ANUAL,01-645,3,2,1,0,2,4,2,3,5,6,2,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,5,5,2,1,1,0,1,0,0,0,1,1,-0.64,-0.76,1,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Vespertina | BACHILLERATO | 0,137,2,68.5,0.014598540145985401
01-14-0210-46,2851904900.0,41,"163,679",012851904900,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Amatitlán,114.0,Diversificado,46,BACHILLERATO,1.0,18,3,0,Cooperativa,24,Rural,12,Vespertina,32,ANUAL,01-218,2,2,0,0,1,.,2,1,5,4,2,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,5,2,0,1,4,0,0,1,0,0,1,1,0.26,0.1,2,2,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Vespertina | BACHILLERATO | 0,137,2,68.5,0.014598540145985401
01-14-0132-46,4250214899.0,36,"162,906",014250214899,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Amatitlán,114.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Cooperativa,24,Rural,12,Vespertina,32,ANUAL,01-218,2,2,0,1,2,2,2,1,5,4,5,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,3,3,1,0,4,0,0,1,0,0,0,1,-0.82,-1.49,1,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Vespertina | BACHILLERATO | 1,91,1,91.0,0.01098901098901099
01-03-0171-46,6325868164.0,39,"175,686",016325868164,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San José Pinula,103.0,Diversificado,46,PERITO,3.0,17,2,0,Cooperativa,24,Rural,12,Vespertina,32,ANUAL,01-645,2,2,0,0,2,3,2,4,5,4,5,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,5,0,2,1,1,0,1,0,0,0,1,1,0.98,1.98,2,4,0,1,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Vespertina | PERITO | 0,55,1,55.0,0.01818181818181818
01-05-0012-46,322294433.0,66,"174,224",010322294433,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Palencia,105.0,Diversificado,46,PERITO,3.0,17,2,1,Cooperativa,24,Rural,12,Vespertina,32,ANUAL,01-108,2,2,0,0,2,3,2,1,4,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,3,0,0,0,4,0,0,1,0,0,1,1,0.18,-0.19,2,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Vespertina | PERITO | 1,44,1,44.0,0.022727272727272728
01-10-0281-46,392924134.0,133,"177,326",010392924134,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Juan Sacatepéquez,110.0,Diversificado,46,SECRETARIADO,4.0,18,3,0,Cooperativa,24,Rural,12,Vespertina,32,ANUAL,01-636,2,2,0,1,2,1,2,3,4,4,2,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,-0.39,-0.37,1,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Vespertina | SECRETARIADO | 0,26,1,26.0,0.038461538461538464
01-10-0281-46,7015793793.0,133,"177,425",017015793793,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Juan Sacatepéquez,110.0,Diversificado,46,SECRETARIADO,4.0,18,3,1,Cooperativa,24,Rural,12,Vespertina,32,ANUAL,01-636,2,2,0,1,2,1,2,1,4,4,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,1,1,0.4,2.67,2,4,0,1,Región 1 o Metropolitana | Guatemala | Cooperativa | Rural | Vespertina | SECRETARIADO | 1,2,1,2.0,0.5
01-17-0201-46,2793405300.0,73,"179,705",012793405300,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Miguel Petapa,117.0,Diversificado,46,BACHILLERATO,1.0,19,4,0,Cooperativa,24,Urbana,11,Matutina,31,ANUAL,01-218,2,2,0,0,2,1,2,1,5,4,5,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,4,0,4,1,1,0,1,1,0,0,1,1,-0.06,0.94,1,4,0,1,Región 1 o Metropolitana | Guatemala | Cooperativa | Urbana | Matutina | BACHILLERATO | 0,47,1,47.0,0.02127659574468085
01-17-0201-46,7909067319.0,73,"179,760",017909067319,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Miguel Petapa,117.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Cooperativa,24,Urbana,11,Matutina,31,ANUAL,01-218,2,2,0,0,2,2,2,1,5,4,5,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,6,5,0,1,1,0,1,0,0,0,0,1,0.58,0.51,2,3,0,1,Región 1 o Metropolitana | Guatemala | Cooperativa | Urbana | Matutina | BACHILLERATO | 1,60,1,60.0,0.016666666666666666
01-17-0201-46,5428256511.0,73,"179,710",015428256511,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Miguel Petapa,117.0,Diversificado,46,PERITO,3.0,18,3,0,Cooperativa,24,Urbana,11,Matutina,31,ANUAL,01-218,1,2,1,1,1,.,2,1,4,3,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,4,0,1,1,0,0,1,1,-0.65,-0.55,1,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Urbana | Matutina | PERITO | 0,60,1,60.0,0.016666666666666666
01-02-9835-46,1860534036.0,224,"183,117",011860534036,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Santa Catarina Pinula,102.0,Diversificado,46,PERITO,3.0,18,3,1,Cooperativa,24,Urbana,11,Matutina,31,ANUAL,01-510,2,2,1,0,1,.,2,2,4,4,2,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,7,4,3,0,1,0,1,1,0,0,1,1,0.56,-0.61,2,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Urbana | Matutina | PERITO | 1,74,1,74.0,0.013513513513513514
01-02-9835-46,6833129632.0,224,"183,231",016833129632,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Santa Catarina Pinula,102.0,Diversificado,46,SECRETARIADO,4.0,18,3,0,Cooperativa,24,Urbana,11,Matutina,31,ANUAL,01-510,2,2,1,0,1,.,2,2,5,4,5,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,3,3,2,0,1,0,1,1,0,0,0,1,-0.14,-0.2,1,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Urbana | Matutina | SECRETARIADO | 0,56,1,56.0,0.017857142857142856
01-15-0496-46,8513981805.0,38,"186,804",018513981805,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Villa Nueva,115.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,01-218,2,2,0,1,2,4,2,3,2,4,5,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,6,5,1,1,1,0,0,1,0,0,1,1,-0.38,0.4,1,2,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Urbana | Vespertina | BACHILLERATO | 0,90,1,90.0,0.011111111111111112
01-14-0164-46,1481795710.0,54,"163,108",011481795710,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Amatitlán,114.0,Diversificado,46,BACHILLERATO,1.0,18,3,1,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,01-218,2,2,0,0,0,1,2,1,4,3,2,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,7,7,0,0,4,0,0,1,0,0,1,1,-0.54,-0.09,1,2,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Urbana | Vespertina | BACHILLERATO | 1,95,1,95.0,0.010526315789473684
01-15-0496-46,4080434139.0,38,"186,796",014080434139,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Villa Nueva,115.0,Diversificado,46,MAGISTERIO,2.0,17,2,0,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,01-218,1,2,0,1,2,3,2,3,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,1,1,1,0,1,0,0,0,1,1,0.48,-0.55,2,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Urbana | Vespertina | MAGISTERIO | 0,4,1,4.0,0.25
01-15-0576-46,6626518446.0,78,"186,939",016626518446,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Villa Nueva,115.0,Diversificado,46,PERITO,3.0,18,3,0,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,01-218,2,2,0,0,2,3,2,3,5,4,5,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,5,3,2,1,1,0,1,1,0,0,1,1,-0.54,-0.16,1,1,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Urbana | Vespertina | PERITO | 0,11,1,11.0,0.09090909090909091
01-15-0576-46,4970585067.0,78,"186,957",014970585067,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Villa Nueva,115.0,Diversificado,46,PERITO,3.0,18,3,1,Cooperativa,24,Urbana,11,Vespertina,32,ANUAL,01-218,2,2,0,1,2,3,2,3,5,5,5,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,2,0,1,0,1,1,0,0,1,1,0.52,0.4,2,2,0,0,Región 1 o Metropolitana | Guatemala | Cooperativa | Urbana | Vespertina | PERITO | 1,6,1,6.0,0.16666666666666666
01-10-0324-46,1876093443.0,88,"177,874",011876093443,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Juan Sacatepéquez,110.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Municipal,23,Rural,12,Matutina,31,ANUAL,01-647,2,2,0,0,2,1,2,1,1,3,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4,5,1,1,1,0,1,1,0,0,0,1,-0.38,0.88,1,4,0,1,Región 1 o Metropolitana | Guatemala | Municipal | Rural | Matutina | BACHILLERATO | 0,36,1,36.0,0.027777777777777776
01-10-0324-46,980701506.0,88,"177,869",010980701506,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Juan Sacatepéquez,110.0,Diversificado,46,BACHILLERATO,1.0,16,1,1,Municipal,23,Rural,12,Matutina,31,ANUAL,01-647,3,2,0,1,2,1,2,2,5,4,5,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,4,1,0,0,4,0,1,1,0,0,1,1,-0.06,-0.16,1,1,0,0,Región 1 o Metropolitana | Guatemala | Municipal | Rural | Matutina | BACHILLERATO | 1,52,1,52.0,0.019230769230769232
01-08-1031-46,867024028.0,65,"171,920",010867024028,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Mixco,108.0,Diversificado,46,BACHILLERATO,1.0,19,4,0,Municipal,23,Rural,12,Sin Jornada,99,ANUAL,01-608,2,2,1,0,2,1,2,1,5,4,5,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,2,1,1,0,1,0,0,0,1,1,-0.54,-0.71,1,1,0,0,Región 1 o Metropolitana | Guatemala | Municipal | Rural | Sin Jornada | BACHILLERATO | 0,49,1,49.0,0.02040816326530612
01-08-1031-46,5157313122.0,65,"171,872",015157313122,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Mixco,108.0,Diversificado,46,BACHILLERATO,1.0,36,6,1,Municipal,23,Rural,12,Sin Jornada,99,ANUAL,01-608,1,2,0,1,2,1,1,.,5,4,2,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,2,1,1,0,1,1,0,0,1,1,0.3,0.89,2,4,0,1,Región 1 o Metropolitana | Guatemala | Municipal | Rural | Sin Jornada | BACHILLERATO | 1,16,1,16.0,0.0625
01-03-0063-46,8214606635.0,15,"175,006",018214606635,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San José Pinula,103.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Municipal,23,Rural,12,Vespertina,32,ANUAL,01-633,2,2,0,0,2,2,2,2,5,4,2,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,5,5,2,1,1,0,1,0,0,0,1,1,-0.8,0.0,1,2,0,0,Región 1 o Metropolitana | Guatemala | Municipal | Rural | Vespertina | BACHILLERATO | 0,1,1,1.0,1.0
01-03-0063-46,3166481977.0,15,"175,001",013166481977,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San José Pinula,103.0,Diversificado,46,PERITO,3.0,18,3,0,Municipal,23,Rural,12,Vespertina,32,ANUAL,01-633,2,2,0,1,2,1,1,.,4,1,2,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,5,5,0,0,2,0,1,1,0,0,0,1,1.0,1.86,2,4,0,1,Región 1 o Metropolitana | Guatemala | Municipal | Rural | Vespertina | PERITO | 0,6,1,6.0,0.16666666666666666
01-03-0063-46,1328134226.0,15,"174,994",011328134226,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San José Pinula,103.0,Diversificado,46,PERITO,3.0,19,4,1,Municipal,23,Rural,12,Vespertina,32,ANUAL,01-633,2,2,1,1,2,1,2,1,5,5,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,5,5,0,1,1,0,0,1,0,0,1,1,-0.39,0.07,1,2,0,0,Región 1 o Metropolitana | Guatemala | Municipal | Rural | Vespertina | PERITO | 1,8,1,8.0,0.125
01-16-0144-46,4346806463.0,33,"184,105",014346806463,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Villa Canales,116.0,Diversificado,46,PERITO,3.0,18,3,0,Municipal,23,Urbana,11,Doble,33,ANUAL,01-217,2,2,0,1,2,3,2,3,1,3,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,5,2,7,1,3,0,1,1,0,0,1,1,-0.91,0.31,1,2,0,0,Región 1 o Metropolitana | Guatemala | Municipal | Urbana | Doble | PERITO | 0,7,1,7.0,0.14285714285714285
01-16-0144-46,5820745625.0,33,"184,122",015820745625,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Villa Canales,116.0,Diversificado,46,PERITO,3.0,19,4,1,Municipal,23,Urbana,11,Doble,33,ANUAL,01-217,2,2,0,0,2,1,1,.,4,4,4,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,4,3,2,1,1,0,0,1,0,0,1,1,-0.38,0.31,1,2,0,0,Región 1 o Metropolitana | Guatemala | Municipal | Urbana | Doble | PERITO | 1,31,1,31.0,0.03225806451612903
01-08-0911-46,8637057208.0,145,"171,403",018637057208,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Mixco,108.0,Diversificado,46,BACHILLERATO,1.0,17,2,0,Municipal,23,Urbana,11,Matutina,31,ANUAL,01-604,2,2,0,0,2,2,2,3,4,4,2,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,4,6,0,0,4,0,0,1,1,0,0,1,-0.14,-0.86,1,1,0,0,Región 1 o Metropolitana | Guatemala | Municipal | Urbana | Matutina | BACHILLERATO | 0,58,1,58.0,0.017241379310344827
01-08-0911-46,6065029112.0,145,"171,465",016065029112,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Mixco,108.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Municipal,23,Urbana,11,Matutina,31,ANUAL,01-604,3,2,0,0,2,3,2,3,5,4,2,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,5,2,1,0,4,1,1,1,0,0,1,1,-0.27,-0.65,1,1,0,0,Región 1 o Metropolitana | Guatemala | Municipal | Urbana | Matutina | BACHILLERATO | 1,87,1,87.0,0.011494252873563218
01-02-0088-46,6263345997.0,41,"182,811",016263345997,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Santa Catarina Pinula,102.0,Diversificado,46,BACHILLERATO,1.0,22,6,0,Municipal,23,Urbana,11,Sin Jornada,99,ANUAL,01-405,2,2,1,1,1,.,1,.,4,4,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,7,1,1,1,0,1,0,0,0,0,1,-0.41,-0.07,1,2,0,0,Región 1 o Metropolitana | Guatemala | Municipal | Urbana | Sin Jornada | BACHILLERATO | 0,73,1,73.0,0.0136986301369863
01-02-0085-46,798420806.0,80,"182,743",010798420806,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Santa Catarina Pinula,102.0,Diversificado,46,BACHILLERATO,1.0,19,4,1,Municipal,23,Urbana,11,Sin Jornada,99,ANUAL,01-405,1,2,1,1,1,.,2,2,5,4,5,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0.05,-0.25,2,1,0,0,Región 1 o Metropolitana | Guatemala | Municipal | Urbana | Sin Jornada | BACHILLERATO | 1,48,1,48.0,0.020833333333333332
01-07-0051-46,9767668329.0,25,"180,915",019767668329,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Pedro Ayampuc,107.0,Diversificado,46,BACHILLERATO,1.0,16,1,0,Oficial,21,Rural,12,Doble,33,ANUAL,01-114,3,2,0,0,2,3,2,3,5,4,5,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,4,4,0,0,4,0,1,0,0,0,1,1,-0.41,-0.25,1,1,0,0,Región 1 o Metropolitana | Guatemala | Oficial | Rural | Doble | BACHILLERATO | 0,22,1,22.0,0.045454545454545456
01-07-0051-46,2968238047.0,25,"180,920",012968238047,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Pedro Ayampuc,107.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Oficial,21,Rural,12,Doble,33,ANUAL,01-114,1,2,0,0,0,1,2,3,1,4,2,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,2,4,1,0,4,0,1,1,0,0,1,1,0.38,0.42,2,2,0,0,Región 1 o Metropolitana | Guatemala | Oficial | Rural | Doble | BACHILLERATO | 1,6,1,6.0,0.16666666666666666
01-02-0039-46,7534614485.0,112,"272,740",017534614485,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Santa Catarina Pinula,102.0,Diversificado,46,BACHILLERATO,1.0,18,3,0,Oficial,21,Rural,12,Matutina,31,ANUAL,01-510,1,2,0,0,1,.,2,3,1,4,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,4,0,1,1,1,0,1,0,0,0,1,1,-0.91,-0.46,1,1,0,0,Región 1 o Metropolitana | Guatemala | Oficial | Rural | Matutina | BACHILLERATO | 0,172,3,57.333333333333336,0.01744186046511628
01-16-0015-46,3701061431.0,73,"183,411",013701061431,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Villa Canales,116.0,Diversificado,46,BACHILLERATO,1.0,19,4,0,Oficial,21,Rural,12,Matutina,31,ANUAL,01-217,2,2,0,1,2,1,2,1,5,4,2,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,4,5,1,0,1,0,1,1,0,0,1,1,0.09,0.33,2,2,0,0,Región 1 o Metropolitana | Guatemala | Oficial | Rural | Matutina | BACHILLERATO | 0,172,3,57.333333333333336,0.01744186046511628
01-02-0039-46,3446973008.0,112,"272,762",013446973008,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Santa Catarina Pinula,102.0,Diversificado,46,BACHILLERATO,1.0,18,3,0,Oficial,21,Rural,12,Matutina,31,ANUAL,01-510,2,2,1,0,1,.,1,.,4,4,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1.82,-0.19,4,1,1,0,Región 1 o Metropolitana | Guatemala | Oficial | Rural | Matutina | BACHILLERATO | 0,172,3,57.333333333333336,0.01744186046511628
01-02-0039-46,5596399915.0,112,"272,698",015596399915,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Santa Catarina Pinula,102.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Oficial,21,Rural,12,Matutina,31,ANUAL,01-510,2,0,0,1,2,3,1,.,4,4,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,4,2,1,0,1,0,1,1,0,0,1,1,0.4,0.09,2,2,0,0,Región 1 o Metropolitana | Guatemala | Oficial | Rural | Matutina | BACHILLERATO | 1,204,3,68.0,0.014705882352941176
01-07-0062-46,6833737946.0,34,"180,969",016833737946,2025,Región 1 o Metropolitana,1,Guatemala,1.0,San Pedro Ayampuc,107.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Oficial,21,Rural,12,Matutina,31,ANUAL,01-114,2,2,0,0,2,2,2,2,1,3,2,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,4,0,1,1,1,0,0,1,1,0,1,1,0.3,-0.02,2,2,0,0,Región 1 o Metropolitana | Guatemala | Oficial | Rural | Matutina | BACHILLERATO | 1,204,3,68.0,0.014705882352941176
01-02-0039-46,925743679.0,112,"272,737",010925743679,2025,Región 1 o Metropolitana,1,Guatemala,1.0,Santa Catarina Pinula,102.0,Diversificado,46,BACHILLERATO,1.0,17,2,1,Oficial,21,Rural,12,Matutina,31,ANUAL,01-510,2,2,0,1,1,.,2,3,5,4,2,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0.07,0.68,2,3,0,1,Región 1 o Metropolitana | Guatemala | Oficial | Rural | Matutina | BACHILLERATO | 1,204,3,68.0,0.014705882352941176
